topic,question_en,question_hi,option1_en,option1_hi,option2_en,option2_hi,option3_en,option3_hi,option4_en,option4_hi,correct,explanation_en,explanation_hi,exam_type_year
English,The 'process approach' to teaching writing focuses on:,The 'process approach' to teaching writing focuses on:,"Stages like drafting, revising, and editing rather than only the final product","Stages like drafting, revising, and editing rather than only the final product",Memorizing model essays and reproducing them exactly,Memorizing model essays and reproducing them exactly,Testing spelling and punctuation only,Testing spelling and punctuation only,Writing one draft without any revision,Writing one draft without any revision,1,"The process approach emphasizes the various stages of writing, such as brainstorming, drafting, and revising, rather than just grading the final output.","The process approach emphasizes the various stages of writing, such as brainstorming, drafting, and revising, rather than just grading the final output.",
English,The main purpose of remedial teaching in a language classroom is to:,The main purpose of remedial teaching in a language classroom is to:,"Address specific learning gaps of struggling students through targeted, individualized support","Address specific learning gaps of struggling students through targeted, individualized support",Replace regular classroom teaching entirely,Replace regular classroom teaching entirely,Punish students who perform poorly,Punish students who perform poorly,Rank students according to their marks,Rank students according to their marks,1,Remedial teaching aims to identify and address the specific learning difficulties of students to help them catch up with their peers.,Remedial teaching aims to identify and address the specific learning difficulties of students to help them catch up with their peers.,
English,Continuous and Comprehensive Evaluation (CCE) in language teaching emphasizes:,Continuous and Comprehensive Evaluation (CCE) in language teaching emphasizes:,Assessment based only on handwriting,Assessment based only on handwriting,"Regular, ongoing assessment of both scholastic and co-scholastic aspects rather than a single terminal exam","Regular, ongoing assessment of both scholastic and co-scholastic aspects rather than a single terminal exam",Grading only oral skills,Grading only oral skills,A single annual written examination,A single annual written examination,2,"CCE is designed to evaluate a student's holistic development continuously throughout the academic year, covering both academic and extracurricular domains.","CCE is designed to evaluate a student's holistic development continuously throughout the academic year, covering both academic and extracurricular domains.",
English,"In a linguistically diverse classroom where students speak different mother tongues, an effective pedagogical strategy is to:","In a linguistically diverse classroom where students speak different mother tongues, an effective pedagogical strategy is to:",Use students' home languages as a bridge/resource to support learning of the target language,Use students' home languages as a bridge/resource to support learning of the target language,Ignore linguistic differences and teach uniformly,Ignore linguistic differences and teach uniformly,Punish students for using their mother tongue,Punish students for using their mother tongue,Separate students by language into different classrooms permanently,Separate students by language into different classrooms permanently,1,Utilizing students' native languages as a resource helps bridge the gap to the target language and validates their cultural identities in a diverse classroom.,Utilizing students' native languages as a resource helps bridge the gap to the target language and validates their cultural identities in a diverse classroom.,
English,"In phonetics, two words that differ by only one sound, such as 'bit' and 'bat', are called:","In phonetics, two words that differ by only one sound, such as 'bit' and 'bat', are called:",Diphthongs,Diphthongs,Minimal pairs,Minimal pairs,Homophones,Homophones,Cognates,Cognates,2,"A minimal pair consists of two words that have different meanings and vary by only one phonological element, such as a single vowel or consonant sound.","A minimal pair consists of two words that have different meanings and vary by only one phonological element, such as a single vowel or consonant sound.",
English,The Communicative Language Teaching (CLT) approach primarily emphasizes:,The Communicative Language Teaching (CLT) approach primarily emphasizes:,Silent reading without any speaking practice,Silent reading without any speaking practice,Translation of texts into the mother tongue,Translation of texts into the mother tongue,Rote memorization of grammar rules,Rote memorization of grammar rules,Developing learners' ability to communicate meaningfully rather than just mastering grammatical accuracy,Developing learners' ability to communicate meaningfully rather than just mastering grammatical accuracy,4,CLT prioritizes functional communication and the ability to convey meaning in real-life contexts over strict adherence to grammatical rules.,CLT prioritizes functional communication and the ability to convey meaning in real-life contexts over strict adherence to grammatical rules.,
English,Choose the correct tense: She ___ to Mumbai twice this year.,Choose the correct tense: She ___ to Mumbai twice this year.,had been,had been,was,was,has been,has been,is,is,3,Present perfect ('has been') is used for actions repeated within an unfinished time period like 'this year'.,Present perfect ('has been') is used for actions repeated within an unfinished time period like 'this year'.,
English,"Choose the correct tense: By the time the teacher arrived, the students ___ the exercise.","Choose the correct tense: By the time the teacher arrived, the students ___ the exercise.",have already completed,have already completed,already completed,already completed,had already completed,had already completed,are already completing,are already completing,3,The past perfect tense is required here to indicate that the students finishing the exercise occurred before another action in the past (the teacher arriving).,The past perfect tense is required here to indicate that the students finishing the exercise occurred before another action in the past (the teacher arriving).,
English,Choose the correct tense: He ___ dinner when the phone rang.,Choose the correct tense: He ___ dinner when the phone rang.,had,had,has,has,have,have,was having,was having,4,"The past continuous tense ""was having"" correctly describes an ongoing past action that was interrupted by a sudden event (the phone ringing).","The past continuous tense ""was having"" correctly describes an ongoing past action that was interrupted by a sudden event (the phone ringing).",
English,Choose the correct tense: I ___ this book by next Sunday.,Choose the correct tense: I ___ this book by next Sunday.,have finished,have finished,will have finished,will have finished,will finish,will finish,finished,finished,2,Future perfect describes an action that will be completed before a specific future time.,Future perfect describes an action that will be completed before a specific future time.,
English,Change to passive voice: 'The teacher is explaining the lesson.',Change to passive voice: 'The teacher is explaining the lesson.',The lesson has been explained by the teacher,The lesson has been explained by the teacher,The lesson was being explained by the teacher,The lesson was being explained by the teacher,The lesson is being explained by the teacher,The lesson is being explained by the teacher,The lesson is explained by the teacher,The lesson is explained by the teacher,3,"To convert the present continuous tense to passive voice, ""is/are + verb-ing"" becomes ""is/are + being + past participle"".","To convert the present continuous tense to passive voice, ""is/are + verb-ing"" becomes ""is/are + being + past participle"".",
English,Change to passive voice: 'They have completed the project.',Change to passive voice: 'They have completed the project.',The project had been completed by them,The project had been completed by them,The project has been completed by them,The project has been completed by them,The project is completed by them,The project is completed by them,The project was completed by them,The project was completed by them,2,"The present perfect tense in active voice (""have completed"") changes to ""has/have been + past participle"" in the passive voice.","The present perfect tense in active voice (""have completed"") changes to ""has/have been + past participle"" in the passive voice.",
English,Change to active voice: 'The cake was baked by Riya.',Change to active voice: 'The cake was baked by Riya.',Riya was baking the cake,Riya was baking the cake,Riya has baked the cake,Riya has baked the cake,Riya bakes the cake,Riya bakes the cake,Riya baked the cake,Riya baked the cake,4,"The passive sentence is in the simple past tense (""was baked""), so the active equivalent must use the simple past tense verb ""baked"".","The passive sentence is in the simple past tense (""was baked""), so the active equivalent must use the simple past tense verb ""baked"".",
English,Choose the correct passive form: 'Please close the door.',Choose the correct passive form: 'Please close the door.',The door was closed,The door was closed,The door will be closed,The door will be closed,Let the door be closed,Let the door be closed,The door is closed by you,The door is closed by you,3,"Imperative sentences are typically changed into the passive voice using the structure ""Let + object + be + past participle"".","Imperative sentences are typically changed into the passive voice using the structure ""Let + object + be + past participle"".",
English,"Change to indirect speech: He said, 'I am writing a letter.'","Change to indirect speech: He said, 'I am writing a letter.'",He said that he was writing a letter,He said that he was writing a letter,He said that he is writing a letter,He said that he is writing a letter,He said that he writes a letter,He said that he writes a letter,He said that he had written a letter,He said that he had written a letter,1,"In indirect speech, the present continuous tense (""am writing"") shifts to the past continuous tense (""was writing"") when the reporting verb is in the past.","In indirect speech, the present continuous tense (""am writing"") shifts to the past continuous tense (""was writing"") when the reporting verb is in the past.",
English,"Change to indirect speech: She said to me, 'Where do you live?'","Change to indirect speech: She said to me, 'Where do you live?'",She asked me where do I live,She asked me where do I live,She asked me where I live,She asked me where I live,She told me where I lived,She told me where I lived,She asked me where I lived,She asked me where I lived,4,"For question transformations, the interrogative structure changes to an assertive structure (""where I lived""), and the present tense shifts to the past tense.","For question transformations, the interrogative structure changes to an assertive structure (""where I lived""), and the present tense shifts to the past tense.",
English,"Change to indirect speech: The teacher said, 'Work hard, boys.'","Change to indirect speech: The teacher said, 'Work hard, boys.'",The teacher told the boys that work hard,The teacher told the boys that work hard,The teacher said the boys to work hard,The teacher said the boys to work hard,The teacher advised the boys to work hard,The teacher advised the boys to work hard,The teacher ordered the boys work hard,The teacher ordered the boys work hard,3,Imperative sentences in indirect speech use 'to + infinitive' with an appropriate reporting verb like 'advised'.,Imperative sentences in indirect speech use 'to + infinitive' with an appropriate reporting verb like 'advised'.,
English,"Change to indirect speech: He said, 'Alas! I have failed.'","Change to indirect speech: He said, 'Alas! I have failed.'",He exclaimed that he failed,He exclaimed that he failed,He said sadly that he has failed,He said sadly that he has failed,He exclaimed with sorrow that he had failed,He exclaimed with sorrow that he had failed,He said that alas he had failed,He said that alas he had failed,3,"Exclamatory sentences change the reporting verb to express emotion, and present perfect shifts to past perfect.","Exclamatory sentences change the reporting verb to express emotion, and present perfect shifts to past perfect.",
English,Fill in with correct articles: ___ Ganges is a sacred river in ___ India.,Fill in with correct articles: ___ Ganges is a sacred river in ___ India.,"The, An","The, An","An, A","An, A","The, --","The, --","A, The","A, The",3,"Rivers require the definite article ""The"", whereas most singular country names, like ""India"", do not take any article.","Rivers require the definite article ""The"", whereas most singular country names, like ""India"", do not take any article.",
English,Fill in with correct articles: She is ___ honest and ___ hardworking student.,Fill in with correct articles: She is ___ honest and ___ hardworking student.,"an, a","an, a","an, an","an, an","a, a","a, a","a, an","a, an",1,"""Honest"" begins with a vowel sound requiring ""an"", while ""hardworking"" begins with a consonant sound requiring ""a"", matching the phonetic rules for indefinite articles.","""Honest"" begins with a vowel sound requiring ""an"", while ""hardworking"" begins with a consonant sound requiring ""a"", matching the phonetic rules for indefinite articles.",
English,Fill in with correct articles: He bought ___ umbrella and ___ one-rupee coin.,Fill in with correct articles: He bought ___ umbrella and ___ one-rupee coin.,"a, an","a, an","an, a","an, a","an, an","an, an","a, a","a, a",2,'An' is used before 'umbrella' (vowel sound); 'a' is used before 'one-rupee' since 'one' begins with a /w/ consonant sound.,'An' is used before 'umbrella' (vowel sound); 'a' is used before 'one-rupee' since 'one' begins with a /w/ consonant sound.,
English,Choose the correct preposition: She has been living in Delhi ___ 2015.,Choose the correct preposition: She has been living in Delhi ___ 2015.,since,since,from,from,for,for,at,at,1,"The preposition ""since"" is used with the present perfect continuous tense to indicate the specific starting point of an ongoing action.","The preposition ""since"" is used with the present perfect continuous tense to indicate the specific starting point of an ongoing action.",
English,Choose the correct preposition: He is good ___ Mathematics.,Choose the correct preposition: He is good ___ Mathematics.,on,on,with,with,at,at,in,in,3,"The phrase ""good at"" is the correct English idiom to express proficiency or skill in a specific subject or activity.","The phrase ""good at"" is the correct English idiom to express proficiency or skill in a specific subject or activity.",
English,Choose the correct preposition: The cat jumped ___ the table.,Choose the correct preposition: The cat jumped ___ the table.,in,in,at,at,onto,onto,to,to,3,'Onto' indicates movement to a position on top of a surface.,'Onto' indicates movement to a position on top of a surface.,
English,Choose the synonym of 'Benevolent':,Choose the synonym of 'Benevolent':,Kind,Kind,Arrogant,Arrogant,Cruel,Cruel,Selfish,Selfish,1,"""Benevolent"" describes someone who is well-meaning and generous, making ""kind"" the most accurate synonym among the choices.","""Benevolent"" describes someone who is well-meaning and generous, making ""kind"" the most accurate synonym among the choices.",
English,Choose the synonym of 'Candid':,Choose the synonym of 'Candid':,Frank,Frank,Shy,Shy,Deceptive,Deceptive,Rude,Rude,1,"'Candid' means truthful and straightforward, similar to 'frank'.","'Candid' means truthful and straightforward, similar to 'frank'.",
English,Choose the synonym of 'Meticulous':,Choose the synonym of 'Meticulous':,Lazy,Lazy,Careless,Careless,Hasty,Hasty,Careful,Careful,4,"'Meticulous' means showing great attention to detail, i.e., careful.","'Meticulous' means showing great attention to detail, i.e., careful.",
English,Choose the antonym of 'Abundant':,Choose the antonym of 'Abundant':,Scarce,Scarce,Plentiful,Plentiful,Rich,Rich,Ample,Ample,1,"""Abundant"" means existing or available in large quantities, so its direct opposite is ""scarce"", meaning insufficient or rare.","""Abundant"" means existing or available in large quantities, so its direct opposite is ""scarce"", meaning insufficient or rare.",
English,Choose the antonym of 'Optimistic':,Choose the antonym of 'Optimistic':,Confident,Confident,Cheerful,Cheerful,Hopeful,Hopeful,Pessimistic,Pessimistic,4,"""Optimistic"" refers to being hopeful about the future, while its exact antonym, ""pessimistic"", refers to expecting the worst possible outcome.","""Optimistic"" refers to being hopeful about the future, while its exact antonym, ""pessimistic"", refers to expecting the worst possible outcome.",
English,Choose the antonym of 'Diligent':,Choose the antonym of 'Diligent':,Lazy,Lazy,Active,Active,Sincere,Sincere,Hardworking,Hardworking,1,"""Diligent"" describes someone who shows care and conscientiousness in their work, making ""lazy"" the correct antonym.","""Diligent"" describes someone who shows care and conscientiousness in their work, making ""lazy"" the correct antonym.",
English,Give the one-word substitute: A person who can speak two languages.,Give the one-word substitute: A person who can speak two languages.,Translator,Translator,Interpreter,Interpreter,Linguist,Linguist,Bilingual,Bilingual,4,"The prefix ""bi-"" means two, and ""lingual"" relates to language, making ""bilingual"" the precise term for someone who speaks two languages.","The prefix ""bi-"" means two, and ""lingual"" relates to language, making ""bilingual"" the precise term for someone who speaks two languages.",
English,Give the one-word substitute: A place where birds are kept.,Give the one-word substitute: A place where birds are kept.,Apiary,Apiary,Sanctuary,Sanctuary,Zoo,Zoo,Aviary,Aviary,4,"An ""aviary"" is a large enclosure for confining birds, distinct from an ""apiary"" which is used for keeping bees.","An ""aviary"" is a large enclosure for confining birds, distinct from an ""apiary"" which is used for keeping bees.",
English,Give the one-word substitute: One who studies the stars and planets.,Give the one-word substitute: One who studies the stars and planets.,Geologist,Geologist,Astronomer,Astronomer,Botanist,Botanist,Astrologer,Astrologer,2,"An 'astronomer' scientifically studies stars, planets, and celestial bodies.","An 'astronomer' scientifically studies stars, planets, and celestial bodies.",
English,Choose the correct meaning of the idiom: 'To let the cat out of the bag',Choose the correct meaning of the idiom: 'To let the cat out of the bag',To act foolishly,To act foolishly,To reveal a secret,To reveal a secret,To escape trouble,To escape trouble,To take a risk,To take a risk,2,This common idiom specifically means to accidentally or intentionally reveal a secret that was supposed to be kept hidden.,This common idiom specifically means to accidentally or intentionally reveal a secret that was supposed to be kept hidden.,
English,Choose the correct meaning of the idiom: 'Once in a blue moon',Choose the correct meaning of the idiom: 'Once in a blue moon',Very often,Very often,Very rarely,Very rarely,Every night,Every night,Regularly,Regularly,2,"The phrase ""once in a blue moon"" is a well-known idiom used to describe an event that happens very infrequently or rarely.","The phrase ""once in a blue moon"" is a well-known idiom used to describe an event that happens very infrequently or rarely.",
English,Choose the correct meaning of the idiom: 'To burn the midnight oil',Choose the correct meaning of the idiom: 'To burn the midnight oil',To waste time,To waste time,To start a fire,To start a fire,To relax,To relax,To work late into the night,To work late into the night,4,"""Burning the midnight oil"" originates from the days of oil lamps and means staying up late to work or study.","""Burning the midnight oil"" originates from the days of oil lamps and means staying up late to work or study.",
English,"Read the passage and answer: 'Ravi lived in a small village near a river. Every morning, he would wake up early and help his father in the fields. In the evening, he loved to read books under a large banyan tree. Ravi dreamed of becoming a teacher one day so that he could educate the children of his village.' What did Ravi do every morning?","Read the passage and answer: 'Ravi lived in a small village near a river. Every morning, he would wake up early and help his father in the fields. In the evening, he loved to read books under a large banyan tree. Ravi dreamed of becoming a teacher one day so that he could educate the children of his village.' What did Ravi do every morning?",He played with friends,He played with friends,He helped his father in the fields,He helped his father in the fields,He went to school,He went to school,He read books,He read books,2,"The passage explicitly states that every morning, Ravi would wake up early to help his father in the fields.","The passage explicitly states that every morning, Ravi would wake up early to help his father in the fields.",
English,"Read the passage and answer: 'Ravi lived in a small village near a river. Every morning, he would wake up early and help his father in the fields. In the evening, he loved to read books under a large banyan tree. Ravi dreamed of becoming a teacher one day so that he could educate the children of his village.' Where did Ravi like to read books?","Read the passage and answer: 'Ravi lived in a small village near a river. Every morning, he would wake up early and help his father in the fields. In the evening, he loved to read books under a large banyan tree. Ravi dreamed of becoming a teacher one day so that he could educate the children of his village.' Where did Ravi like to read books?",In a library,In a library,In his house,In his house,Under a large banyan tree,Under a large banyan tree,By the river,By the river,3,The passage states Ravi loved to read books under a large banyan tree in the evening.,The passage states Ravi loved to read books under a large banyan tree in the evening.,
