topic,question_en,question_hi,option1_en,option1_hi,option2_en,option2_hi,option3_en,option3_hi,option4_en,option4_hi,correct,explanation_en,explanation_hi,exam_type_year
Hindi,BICS (Basic Interpersonal Communicative Skills) का संबंध मुख्य रूप से किससे है?,BICS (Basic Interpersonal Communicative Skills) का संबंध मुख्य रूप से किससे है?,वैज्ञानिक अनुसंधान से,वैज्ञानिक अनुसंधान से,अकादमिक भाषा से,अकादमिक भाषा से,लिखित परीक्षाओं से,लिखित परीक्षाओं से,रोजमर्रा की बोलचाल की भाषा से,रोजमर्रा की बोलचाल की भाषा से,3,"जिम कमिन्स के अनुसार, BICS रोजमर्रा की सामाजिक बातचीत और बोलचाल की भाषा से संबंधित है।","जिम कमिन्स के अनुसार, BICS रोजमर्रा की सामाजिक बातचीत और बोलचाल की भाषा से संबंधित है।",CTET2022
Hindi,CALP (Cognitive Academic Language Proficiency) का उपयोग मुख्यतः कहाँ होता है?,CALP (Cognitive Academic Language Proficiency) का उपयोग मुख्यतः कहाँ होता है?,खेल के मैदान में,खेल के मैदान में,परिवार में,परिवार में,विद्यालयी और अकादमिक कार्यों में,विद्यालयी और अकादमिक कार्यों में,मित्रों के साथ बातचीत में,मित्रों के साथ बातचीत में,2,"CALP विद्यालयी और अकादमिक स्तर की जटिल भाषा है, जो संज्ञानात्मक कार्यों और अध्ययन में प्रयुक्त होती है।","CALP विद्यालयी और अकादमिक स्तर की जटिल भाषा है, जो संज्ञानात्मक कार्यों और अध्ययन में प्रयुक्त होती है।",CTET2023
Hindi,द्वितीय भाषा सीखने में मातृभाषा का क्या प्रभाव होता है?,द्वितीय भाषा सीखने में मातृभाषा का क्या प्रभाव होता है?,इसका कोई प्रभाव नहीं पड़ता।,इसका कोई प्रभाव नहीं पड़ता।,यह एक सहायक के रूप में कार्य करती है।,यह एक सहायक के रूप में कार्य करती है।,यह हमेशा बाधा उत्पन्न करती है।,यह हमेशा बाधा उत्पन्न करती है।,यह सीखने की गति धीमी करती है।,यह सीखने की गति धीमी करती है।,1,मातृभाषा का ज्ञान द्वितीय भाषा सीखने में सकारात्मक स्थानांतरण करता है और सहायक सिद्ध होता है।,मातृभाषा का ज्ञान द्वितीय भाषा सीखने में सकारात्मक स्थानांतरण करता है और सहायक सिद्ध होता है।,CTET2022
Hindi,निम्नलिखित में से कौन-से भाषा कौशल 'उत्पादक कौशल' (Productive skills) कहलाते हैं?,निम्नलिखित में से कौन-से भाषा कौशल 'उत्पादक कौशल' (Productive skills) कहलाते हैं?,सुनना और बोलना,सुनना और बोलना,बोलना और लिखना,बोलना और लिखना,पढ़ना और लिखना,पढ़ना और लिखना,सुनना और पढ़ना,सुनना और पढ़ना,1,"बोलना और लिखना उत्पादक कौशल (अभिव्यंजनात्मक) हैं, क्योंकि इनमें भाषा का निर्माण और अभिव्यक्ति होती है।","बोलना और लिखना उत्पादक कौशल (अभिव्यंजनात्मक) हैं, क्योंकि इनमें भाषा का निर्माण और अभिव्यक्ति होती है।",CTET2023
Hindi,भाषा अधिगम के दौरान बच्चों द्वारा की जाने वाली त्रुटियों को किस रूप में लेना चाहिए?,भाषा अधिगम के दौरान बच्चों द्वारा की जाने वाली त्रुटियों को किस रूप में लेना चाहिए?,वे सीखने की प्रक्रिया का स्वाभाविक हिस्सा हैं।,वे सीखने की प्रक्रिया का स्वाभाविक हिस्सा हैं।,वे शिक्षक की विफलता दर्शाती हैं।,वे शिक्षक की विफलता दर्शाती हैं।,कठोरता से सुधारना चाहिए।,कठोरता से सुधारना चाहिए।,बच्चों को दंडित करना चाहिए।,बच्चों को दंडित करना चाहिए।,0,"त्रुटियां अधिगम की प्रक्रिया का अभिन्न अंग हैं, जो यह दर्शाती हैं कि बच्चा कैसे सोच रहा है और सीख रहा है।","त्रुटियां अधिगम की प्रक्रिया का अभिन्न अंग हैं, जो यह दर्शाती हैं कि बच्चा कैसे सोच रहा है और सीख रहा है।",CTET2024
Hindi,'महोत्सव' शब्द का सही संधि विच्छेद क्या है?,'महोत्सव' शब्द का सही संधि विच्छेद क्या है?,मही + उत्सव,मही + उत्सव,महो + उत्सव,महो + उत्सव,मह + उत्सव,मह + उत्सव,महा + उत्सव,महा + उत्सव,3,"'महोत्सव' में गुण स्वर संधि है (महा + उत्सव = महोत्सव, आ + उ = ओ)।","'महोत्सव' में गुण स्वर संधि है (महा + उत्सव = महोत्सव, आ + उ = ओ)।",DSSSB2023
Hindi,'नीलकंठ' में कौन-सा समास है?,'नीलकंठ' में कौन-सा समास है?,तत्पुरुष समास,तत्पुरुष समास,बहुव्रीहि समास,बहुव्रीहि समास,अव्ययीभाव समास,अव्ययीभाव समास,द्विगु समास,द्विगु समास,1,"'नीला है कंठ जिसका अर्थात् शिव'। इसमें दोनों पद प्रधान न होकर तीसरे अर्थ की प्रधानता है, अतः बहुव्रीहि समास है।","'नीला है कंठ जिसका अर्थात् शिव'। इसमें दोनों पद प्रधान न होकर तीसरे अर्थ की प्रधानता है, अतः बहुव्रीहि समास है।",KVS2022
Hindi,'तरनि तनूजा तट तमाल तरुवर बहु छाए।' - इस पंक्ति में कौन-सा अलंकार है?,'तरनि तनूजा तट तमाल तरुवर बहु छाए।' - इस पंक्ति में कौन-सा अलंकार है?,यमक,यमक,रूपक,रूपक,अनुप्रास,अनुप्रास,उपमा,उपमा,2,"इस पंक्ति में 'त' वर्ण की आवृत्ति बार-बार हुई है, इसलिए यहाँ अनुप्रास अलंकार है।","इस पंक्ति में 'त' वर्ण की आवृत्ति बार-बार हुई है, इसलिए यहाँ अनुप्रास अलंकार है।",UPTET2024
Hindi,इनमें से कौन-सा शब्द 'कमल' का पर्यायवाची नहीं है?,इनमें से कौन-सा शब्द 'कमल' का पर्यायवाची नहीं है?,नीरज,नीरज,वारिद,वारिद,जलज,जलज,पंकज,पंकज,1,"'वारिद' बादल का पर्यायवाची है, जबकि जलज, पंकज और नीरज कमल के पर्यायवाची हैं।","'वारिद' बादल का पर्यायवाची है, जबकि जलज, पंकज और नीरज कमल के पर्यायवाची हैं।",
Hindi,'स्थावर' का सही विलोम शब्द क्या होगा?,'स्थावर' का सही विलोम शब्द क्या होगा?,चंचल,चंचल,चेतन,चेतन,जंगम,जंगम,जड़,जड़,2,"'स्थावर' का अर्थ होता है स्थिर रहने वाला, और इसका सही विलोम 'जंगम' (चलने-फिरने वाला) होता है।","'स्थावर' का अर्थ होता है स्थिर रहने वाला, और इसका सही विलोम 'जंगम' (चलने-फिरने वाला) होता है।",
Hindi,निम्नलिखित में से शुद्ध वर्तनी वाले शब्द का चयन कीजिए।,निम्नलिखित में से शुद्ध वर्तनी वाले शब्द का चयन कीजिए।,कवयित्री,कवयित्री,कवियत्री,कवियत्री,कवित्री,कवित्री,कविइत्री,कविइत्री,0,"शुद्ध वर्तनी 'कवयित्री' होती है, जिसका अर्थ है कविता रचने वाली स्त्री।","शुद्ध वर्तनी 'कवयित्री' होती है, जिसका अर्थ है कविता रचने वाली स्त्री।",
Hindi,'आसमान पर चढ़ाना' मुहावरे का सही अर्थ क्या है?,'आसमान पर चढ़ाना' मुहावरे का सही अर्थ क्या है?,अत्यधिक प्रशंसा करना,अत्यधिक प्रशंसा करना,बहुत शोर करना,बहुत शोर करना,कठिन काम करना,कठिन काम करना,क्रोधित होना,क्रोधित होना,0,'आसमान पर चढ़ाना' का अर्थ है किसी की अत्यधिक या झूठी प्रशंसा करना जिससे वह अहंकारी हो जाए।,'आसमान पर चढ़ाना' का अर्थ है किसी की अत्यधिक या झूठी प्रशंसा करना जिससे वह अहंकारी हो जाए।,
Hindi,'अत्याचार' शब्द में कौन-सा उपसर्ग प्रयुक्त हुआ है?,'अत्याचार' शब्द में कौन-सा उपसर्ग प्रयुक्त हुआ है?,अत्या,अत्या,अति,अति,अ,अ,अत,अत,1,"'अत्याचार' शब्द 'अति + आचार' से मिलकर बना है, जिसमें 'अति' उपसर्ग है (यण संधि)।","'अत्याचार' शब्द 'अति + आचार' से मिलकर बना है, जिसमें 'अति' उपसर्ग है (यण संधि)।",
Hindi,निम्नलिखित में से कौन-सा वाक्य शुद्ध है?,निम्नलिखित में से कौन-सा वाक्य शुद्ध है?,मैंने आज जाना है।,मैंने आज जाना है।,मेरे को आज जाना है।,मेरे को आज जाना है।,मुझे आज जाना है।,मुझे आज जाना है।,अपुन को आज जाना है।,अपुन को आज जाना है।,2,व्याकरण की दृष्टि से 'मुझे आज जाना है' सर्वनाम का शुद्ध और प्रामाणिक प्रयोग है।,व्याकरण की दृष्टि से 'मुझे आज जाना है' सर्वनाम का शुद्ध और प्रामाणिक प्रयोग है।,
Hindi,'आग' का तत्सम रूप क्या होगा?,'आग' का तत्सम रूप क्या होगा?,अगिन,अगिन,अग्नि,अग्नि,आगी,आगी,पावक,पावक,1,"'आग' तद्भव शब्द है, जिसका संस्कृत का मूल (तत्सम) रूप 'अग्नि' होता है।","'आग' तद्भव शब्द है, जिसका संस्कृत का मूल (तत्सम) रूप 'अग्नि' होता है।",
Hindi,"'शिक्षा का उद्देश्य केवल किताबी ज्ञान देना नहीं है, बल्कि व्यक्ति का सर्वांगीण विकास करना है। एक शिक्षित व्यक्ति समाज के प्रति अपने कर्तव्यों को समझता है। नैतिक मूल्यों के बिना शिक्षा अधूरी है।' - गद्यांश के अनुसार शिक्षा का मुख्य उद्देश्य क्या है?","'शिक्षा का उद्देश्य केवल किताबी ज्ञान देना नहीं है, बल्कि व्यक्ति का सर्वांगीण विकास करना है। एक शिक्षित व्यक्ति समाज के प्रति अपने कर्तव्यों को समझता है। नैतिक मूल्यों के बिना शिक्षा अधूरी है।' - गद्यांश के अनुसार शिक्षा का मुख्य उद्देश्य क्या है?",समाज से अलग रहना,समाज से अलग रहना,केवल रोजगार प्राप्त करना,केवल रोजगार प्राप्त करना,किताबी ज्ञान रटना,किताबी ज्ञान रटना,व्यक्ति का सर्वांगीण विकास,व्यक्ति का सर्वांगीण विकास,3,गद्यांश की पहली पंक्ति में स्पष्ट रूप से उल्लेखित है कि शिक्षा का मुख्य उद्देश्य व्यक्ति का सर्वांगीण विकास करना है।,गद्यांश की पहली पंक्ति में स्पष्ट रूप से उल्लेखित है कि शिक्षा का मुख्य उद्देश्य व्यक्ति का सर्वांगीण विकास करना है।,CTET2023
Hindi,"'शिक्षा का उद्देश्य केवल किताबी ज्ञान देना नहीं है, बल्कि व्यक्ति का सर्वांगीण विकास करना है। एक शिक्षित व्यक्ति समाज के प्रति अपने कर्तव्यों को समझता है। नैतिक मूल्यों के बिना शिक्षा अधूरी है।' - उपर्युक्त गद्यांश में किसके बिना शिक्षा को अधूरा माना गया है?","'शिक्षा का उद्देश्य केवल किताबी ज्ञान देना नहीं है, बल्कि व्यक्ति का सर्वांगीण विकास करना है। एक शिक्षित व्यक्ति समाज के प्रति अपने कर्तव्यों को समझता है। नैतिक मूल्यों के बिना शिक्षा अधूरी है।' - उपर्युक्त गद्यांश में किसके बिना शिक्षा को अधूरा माना गया है?",धन के बिना,धन के बिना,पुस्तकों के बिना,पुस्तकों के बिना,नैतिक मूल्यों के बिना,नैतिक मूल्यों के बिना,विद्यालय के बिना,विद्यालय के बिना,2,गद्यांश के अंतिम वाक्य में स्पष्ट है कि नैतिक मूल्यों के बिना शिक्षा अधूरी है।,गद्यांश के अंतिम वाक्य में स्पष्ट है कि नैतिक मूल्यों के बिना शिक्षा अधूरी है।,CTET2023
Hindi,"'शिक्षा का उद्देश्य केवल किताबी ज्ञान देना नहीं है, बल्कि व्यक्ति का सर्वांगीण विकास करना है। एक शिक्षित व्यक्ति समाज के प्रति अपने कर्तव्यों को समझता है। नैतिक मूल्यों के बिना शिक्षा अधूरी है।' - गद्यांश में 'सर्वांगीण' शब्द का क्या अर्थ है?","'शिक्षा का उद्देश्य केवल किताबी ज्ञान देना नहीं है, बल्कि व्यक्ति का सर्वांगीण विकास करना है। एक शिक्षित व्यक्ति समाज के प्रति अपने कर्तव्यों को समझता है। नैतिक मूल्यों के बिना शिक्षा अधूरी है।' - गद्यांश में 'सर्वांगीण' शब्द का क्या अर्थ है?",सभी अंगों का,सभी अंगों का,सभी दिशाओं और पहलुओं का,सभी दिशाओं और पहलुओं का,केवल शारीरिक,केवल शारीरिक,केवल मानसिक,केवल मानसिक,1,"'सर्वांगीण' का अर्थ है सभी पहलुओं (शारीरिक, मानसिक, बौद्धिक, नैतिक) का समग्र विकास।","'सर्वांगीण' का अर्थ है सभी पहलुओं (शारीरिक, मानसिक, बौद्धिक, नैतिक) का समग्र विकास।",CTET2022
Hindi,"'शिक्षा का उद्देश्य केवल किताबी ज्ञान देना नहीं है, बल्कि व्यक्ति का सर्वांगीण विकास करना है। एक शिक्षित व्यक्ति समाज के प्रति अपने कर्तव्यों को समझता है। नैतिक मूल्यों के बिना शिक्षा अधूरी है।' - 'शिक्षित' शब्द में कौन-सा प्रत्यय है?","'शिक्षा का उद्देश्य केवल किताबी ज्ञान देना नहीं है, बल्कि व्यक्ति का सर्वांगीण विकास करना है। एक शिक्षित व्यक्ति समाज के प्रति अपने कर्तव्यों को समझता है। नैतिक मूल्यों के बिना शिक्षा अधूरी है।' - 'शिक्षित' शब्द में कौन-सा प्रत्यय है?",त,त,अ,अ,क्षित,क्षित,इत,इत,3,'शिक्षित' शब्द 'शिक्षा' मूल शब्द में 'इत' प्रत्यय जुड़ने से बना है (शिक्षा + इत = शिक्षित)।,'शिक्षित' शब्द 'शिक्षा' मूल शब्द में 'इत' प्रत्यय जुड़ने से बना है (शिक्षा + इत = शिक्षित)।,CTET2023
Hindi,"'शिक्षा का उद्देश्य केवल किताबी ज्ञान देना नहीं है, बल्कि व्यक्ति का सर्वांगीण विकास करना है। एक शिक्षित व्यक्ति समाज के प्रति अपने कर्तव्यों को समझता है। नैतिक मूल्यों के बिना शिक्षा अधूरी है।' - 'कर्तव्य' का विलोम शब्द गद्यांश के संदर्भ के अनुसार क्या हो सकता है?","'शिक्षा का उद्देश्य केवल किताबी ज्ञान देना नहीं है, बल्कि व्यक्ति का सर्वांगीण विकास करना है। एक शिक्षित व्यक्ति समाज के प्रति अपने कर्तव्यों को समझता है। नैतिक मूल्यों के बिना शिक्षा अधूरी है।' - 'कर्तव्य' का विलोम शब्द गद्यांश के संदर्भ के अनुसार क्या हो सकता है?",अधिकार,अधिकार,अकर्तव्य,अकर्तव्य,धर्म,धर्म,कर्म,कर्म,1,"सामान्यतः 'कर्तव्य' (Duty) का विपरीतार्थी शब्द 'अधिकार' (Right) माना जाता है, क्योंकि एक का कर्तव्य दूसरे का अधिकार होता है।","सामान्यतः 'कर्तव्य' (Duty) का विपरीतार्थी शब्द 'अधिकार' (Right) माना जाता है, क्योंकि एक का कर्तव्य दूसरे का अधिकार होता है।",CTET2022
Hindi,भाषा कौशल का स्वाभाविक और मनोवैज्ञानिक क्रम क्या है?,भाषा कौशल का स्वाभाविक और मनोवैज्ञानिक क्रम क्या है?,"सुनना, बोलना, पढ़ना, लिखना","सुनना, बोलना, पढ़ना, लिखना","पढ़ना, लिखना, सुनना, बोलना","पढ़ना, लिखना, सुनना, बोलना","सुनना, पढ़ना, बोलना, लिखना","सुनना, पढ़ना, बोलना, लिखना","बोलना, सुनना, पढ़ना, लिखना","बोलना, सुनना, पढ़ना, लिखना",0,"मनोवैज्ञानिक दृष्टि से बच्चा पहले सुनता है, फिर बोलता है, फिर पढ़ता है और अंत में लिखना सीखता है (LSRW)।","मनोवैज्ञानिक दृष्टि से बच्चा पहले सुनता है, फिर बोलता है, फिर पढ़ता है और अंत में लिखना सीखता है (LSRW)।",CTET2025
Hindi,व्याकरण शिक्षण की वह कौन-सी विधि है जिसमें पहले उदाहरण दिए जाते हैं और फिर नियम निकलवाए जाते हैं?,व्याकरण शिक्षण की वह कौन-सी विधि है जिसमें पहले उदाहरण दिए जाते हैं और फिर नियम निकलवाए जाते हैं?,सूत्र विधि,सूत्र विधि,आगमन विधि,आगमन विधि,निगमन विधि,निगमन विधि,पाठ्यपुस्तक विधि,पाठ्यपुस्तक विधि,1,आगमन विधि (Inductive Method) में शिक्षक पहले बच्चों के सामने उदाहरण प्रस्तुत करता है और फिर उन उदाहरणों के आधार पर नियम बताता है।,आगमन विधि (Inductive Method) में शिक्षक पहले बच्चों के सामने उदाहरण प्रस्तुत करता है और फिर उन उदाहरणों के आधार पर नियम बताता है।,CTET2025
Hindi,प्राथमिक स्तर पर भाषा शिक्षण का मुख्य उद्देश्य क्या होना चाहिए?,प्राथमिक स्तर पर भाषा शिक्षण का मुख्य उद्देश्य क्या होना चाहिए?,साहित्यिक विधाओं का गहन ज्ञान देना,साहित्यिक विधाओं का गहन ज्ञान देना,विभिन्न स्थितियों में भाषा का प्रभावी प्रयोग करना,विभिन्न स्थितियों में भाषा का प्रभावी प्रयोग करना,कठिन शब्दों के अर्थ याद करवाना,कठिन शब्दों के अर्थ याद करवाना,व्याकरण के नियमों को रटाना,व्याकरण के नियमों को रटाना,1,प्राथमिक स्तर पर भाषा शिक्षण का सबसे महत्वपूर्ण उद्देश्य बच्चों में अपनी बात को सहजता और प्रभावपूर्ण ढंग से कहने की क्षमता का विकास करना है।,प्राथमिक स्तर पर भाषा शिक्षण का सबसे महत्वपूर्ण उद्देश्य बच्चों में अपनी बात को सहजता और प्रभावपूर्ण ढंग से कहने की क्षमता का विकास करना है।,CTET2022
Hindi,भाषा शिक्षण के सूत्र 'ज्ञात से अज्ञात की ओर' का मुख्य अर्थ क्या है?,भाषा शिक्षण के सूत्र 'ज्ञात से अज्ञात की ओर' का मुख्य अर्थ क्या है?,कठिन बातों को पहले सिखाना,कठिन बातों को पहले सिखाना,अमूर्त से मूर्त की ओर ले जाना,अमूर्त से मूर्त की ओर ले जाना,छात्रों के पूर्व ज्ञान के आधार पर नया ज्ञान देना,छात्रों के पूर्व ज्ञान के आधार पर नया ज्ञान देना,बिना बताए नई बातें सिखाना,बिना बताए नई बातें सिखाना,2,"इस शिक्षण सूत्र के अनुसार, शिक्षक को नए विषय की शुरुआत उस ज्ञान से करनी चाहिए जो छात्रों को पहले से पता हो (पूर्व ज्ञान)।","इस शिक्षण सूत्र के अनुसार, शिक्षक को नए विषय की शुरुआत उस ज्ञान से करनी चाहिए जो छात्रों को पहले से पता हो (पूर्व ज्ञान)।",CTET2022
Hindi,भाषा शिक्षण की 'प्रत्यक्ष विधि' (Direct Method) की प्रमुख विशेषता क्या है?,भाषा शिक्षण की 'प्रत्यक्ष विधि' (Direct Method) की प्रमुख विशेषता क्या है?,इसमें व्याकरण पर अत्यधिक बल दिया जाता है।,इसमें व्याकरण पर अत्यधिक बल दिया जाता है।,इसमें मातृभाषा का प्रयोग वर्जित होता है।,इसमें मातृभाषा का प्रयोग वर्जित होता है।,इसमें मातृभाषा का भरपूर प्रयोग होता है।,इसमें मातृभाषा का भरपूर प्रयोग होता है।,यह केवल लिखने पर बल देती है।,यह केवल लिखने पर बल देती है।,1,"प्रत्यक्ष विधि में शिक्षार्थी को लक्ष्य भाषा (Target Language) उसी भाषा के माध्यम से सिखाई जाती है, इसमें मातृभाषा का प्रयोग नहीं किया जाता।","प्रत्यक्ष विधि में शिक्षार्थी को लक्ष्य भाषा (Target Language) उसी भाषा के माध्यम से सिखाई जाती है, इसमें मातृभाषा का प्रयोग नहीं किया जाता।",
