topic,question_en,question_hi,option1_en,option1_hi,option2_en,option2_hi,option3_en,option3_hi,option4_en,option4_hi,correct,explanation_en,explanation_hi,exam_type_year
Mathematics,A student calculates 7 × 36 as 7 × 30 + 6 = 216. What does this error most directly suggest?,एक विद्यार्थी 7 × 36 को 7 × 30 + 6 = 216 गणना करता है। यह त्रुटि मुख्यतः क्या दर्शाती है?,The student has not applied the distributive decomposition correctly.,विद्यार्थी ने वितरणात्मक विघटन को सही ढंग से लागू नहीं किया है।,The student misunderstands place value in 7.,विद्यार्थी 7 के स्थान-मूल्य को गलत समझता है।,The student has poor multiplication tables only.,विद्यार्थी को केवल गुणन सारणियाँ याद नहीं हैं।,The student cannot add two-digit numbers.,विद्यार्थी दो अंकीय संख्याओं को जोड़ नहीं सकता।,1,The correct decomposition is 7 × 36 = 7 × (30 + 6) = 210 + 42 = 252; the 7 × 6 term was omitted.,सही विघटन 7 × 36 = 7 × (30 + 6) = 210 + 42 = 252 है; विद्यार्थी ने 7 × 6 वाले पद को छोड़ दिया।,
Mathematics,"A class has 40 students, and 30% are absent. How many students are present?",एक कक्षा में 40 विद्यार्थी हैं और 30% अनुपस्थित हैं। कितने विद्यार्थी उपस्थित हैं?,10,10,12,12,30,30,28,28,4,"Absent students = 30% of 40 = 12, so present students = 40 - 12 = 28.","अनुपस्थित विद्यार्थी = 40 का 30% = 12, इसलिए उपस्थित विद्यार्थी = 40 - 12 = 28।",
Mathematics,"A teacher asks, 'There are 3/4 litre of juice. If each glass holds 1/8 litre, how many glasses can be filled?' Which representation is most useful before applying a rule?","एक शिक्षक पूछता है, '3/4 लीटर जूस है। यदि प्रत्येक गिलास में 1/8 लीटर आता है, तो कितने गिलास भरे जा सकते हैं?' नियम लगाने से पहले कौन-सा निरूपण सबसे उपयोगी होगा?",A bar graph,दंड आलेख,A multiplication table only,केवल गुणन सारणी,A list of prime numbers,अभाज्य संख्याओं की सूची,A number line or strip divided into eighths,आठवें भागों में विभाजित संख्या रेखा या पट्टी,4,"Since 3/4 = 6/8, six portions of 1/8 litre fit into 3/4 litre; a fraction strip makes this visible.","क्योंकि 3/4 = 6/8, इसलिए 1/8 लीटर के छह भाग 3/4 लीटर में आते हैं; भिन्न पट्टी इसे स्पष्ट करती है।",
Mathematics,A triangular field has base 20 m and height 15 m. What is its area?,एक त्रिभुजाकार खेत का आधार 20 m और ऊँचाई 15 m है। उसका क्षेत्रफल कितना है?,350 m²,350 m²,300 m²,300 m²,150 m²,150 m²,175 m²,175 m²,3,Area of triangle = 1/2 × base × height = 1/2 × 20 × 15 = 150 m².,त्रिभुज का क्षेत्रफल = 1/2 × आधार × ऊँचाई = 1/2 × 20 × 15 = 150 m²।,
Mathematics,Day: Mon Tue Wed Thu Fri | Absent: 4 7 2 5 2. What is the mean number of absentees per day?,दिन: Mon Tue Wed Thu Fri | अनुपस्थित: 4 7 2 5 2। प्रतिदिन अनुपस्थित विद्यार्थियों की माध्य संख्या कितनी है?,4,4,4.5,4.5,5,5,3,3,1,Total absentees = 4 + 7 + 2 + 5 + 2 = 20; mean = 20 ÷ 5 = 4.,कुल अनुपस्थित = 4 + 7 + 2 + 5 + 2 = 20; माध्य = 20 ÷ 5 = 4।,
Mathematics,A teacher notices that a child solves 42 - 18 as 36. Which diagnostic question is most useful?,एक शिक्षक देखता है कि बच्चा 42 - 18 को 36 हल करता है। कौन-सा निदानात्मक प्रश्न सबसे उपयोगी होगा?,Can you show 42 and remove 18 using place-value blocks?,क्या तुम स्थान-मूल्य ब्लॉकों से 42 दिखाकर उसमें से 18 हटा सकते हो?,Can you write the answer five times?,क्या तुम उत्तर पाँच बार लिख सकते हो?,Can you memorize the subtraction algorithm?,क्या तुम घटाव की विधि याद कर सकते हो?,Can you solve a multiplication question?,क्या तुम गुणा का प्रश्न हल कर सकते हो?,1,Place-value blocks can reveal whether the child understands regrouping: 42 - 18 requires exchanging one ten for ten ones.,स्थान-मूल्य ब्लॉक यह पता लगाने में मदद करते हैं कि बच्चा पुनर्गठन समझता है या नहीं: 42 - 18 में एक दहाई को दस इकाइयों में बदलना पड़ता है।,
Mathematics,A student says that every rhombus is a square because both have four equal sides. What should the teacher do?,एक विद्यार्थी कहता है कि प्रत्येक समचतुर्भुज वर्ग है क्योंकि दोनों की चारों भुजाएँ बराबर होती हैं। शिक्षक को क्या करना चाहिए?,Ask students to compare angle properties and construct a rhombus that is not a square.,विद्यार्थियों से कोणों के गुणों की तुलना करने और ऐसा समचतुर्भुज बनाने को कहना जो वर्ग न हो।,Accept the statement because all four sides are equal.,कथन को स्वीकार कर लेना क्योंकि चारों भुजाएँ बराबर हैं।,Tell students to memorize all quadrilateral names.,विद्यार्थियों से सभी चतुर्भुजों के नाम याद करने को कहना।,Teach only the definition of a square.,केवल वर्ग की परिभाषा सिखाना।,1,"A rhombus has four equal sides, while a square also requires four right angles; constructing examples supports conceptual classification.","समचतुर्भुज की चारों भुजाएँ बराबर होती हैं, जबकि वर्ग में चारों समकोण भी आवश्यक हैं; उदाहरण बनाना अवधारणात्मक वर्गीकरण में मदद करता है।",
Mathematics,A student claims that 2⁵ is equal to 10 because 2 × 5 = 10. Which teaching approach is best?,एक विद्यार्थी कहता है कि 2⁵ = 10 है क्योंकि 2 × 5 = 10। कौन-सा शिक्षण दृष्टिकोण सबसे अच्छा है?,Represent 2⁵ as repeated multiplication: 2 × 2 × 2 × 2 × 2.,2⁵ को बार-बार गुणा के रूप में दिखाना: 2 × 2 × 2 × 2 × 2।,Ask the student to memorize the powers table.,विद्यार्थी से घातों की सारणी याद करने को कहना।,Avoid using examples of powers.,घातों के उदाहरणों का प्रयोग न करना।,Tell the student that the answer is 32 without explanation.,बिना समझाए विद्यार्थी को बताना कि उत्तर 32 है।,1,"An exponent indicates repeated multiplication, so 2⁵ = 2 × 2 × 2 × 2 × 2 = 32.","घात बार-बार गुणा को दर्शाता है, इसलिए 2⁵ = 2 × 2 × 2 × 2 × 2 = 32।",
Mathematics,A teacher asks students to classify triangles by sides and then justify their classifications using properties. This activity most directly promotes which Van Hiele level?,एक शिक्षक विद्यार्थियों से त्रिभुजों को भुजाओं के आधार पर वर्गीकृत करने और फिर गुणों के आधार पर अपने वर्गीकरण का औचित्य बताने को कहता है। यह गतिविधि Van Hiele के किस स्तर को सबसे सीधे बढ़ावा देती है?,Formal deduction,औपचारिक निगमन (Formal deduction),Analysis,विश्लेषण (Analysis),Axiomatic proof,स्वयंसिद्ध प्रमाण (Axiomatic proof),Visualization,दृश्यीकरण (Visualization),2,"At the analysis level, students identify and use properties of geometric figures to classify them.",विश्लेषण स्तर पर विद्यार्थी ज्यामितीय आकृतियों के गुणों की पहचान करके उनका वर्गीकरण करते हैं।,
Mathematics,A bus travels 180 km in 3 hours at a constant speed. How far will it travel in 5 hours at the same speed?,एक बस समान गति से 3 घंटे में 180 km चलती है। उसी गति से 5 घंटे में वह कितनी दूरी तय करेगी?,360 km,360 km,240 km,240 km,270 km,270 km,300 km,300 km,4,Speed = 180 ÷ 3 = 60 km/h; distance in 5 hours = 60 × 5 = 300 km.,गति = 180 ÷ 3 = 60 km/h; 5 घंटे में दूरी = 60 × 5 = 300 km।,
Mathematics,"A teacher gives the open problem, 'The answer is 24. Make as many different multiplication and division situations as you can.' What is the main pedagogical advantage?","एक शिक्षक खुली समस्या देता है, 'उत्तर 24 है। जितनी संभव हों उतनी अलग-अलग गुणा और भाग की परिस्थितियाँ बनाओ।' इसका मुख्य शिक्षाशास्त्रीय लाभ क्या है?",It promotes multiple strategies and mathematical communication.,यह अनेक रणनीतियों और गणितीय संप्रेषण को बढ़ावा देता है।,It removes the need to reason.,यह तर्क करने की आवश्यकता समाप्त करता है।,It tests handwriting speed.,यह लिखने की गति का परीक्षण करता है।,It permits only one standard algorithm.,यह केवल एक मानक एल्गोरिदम की अनुमति देता है।,1,"An open problem allows multiple valid representations and strategies, encouraging reasoning, flexibility and communication.","खुली समस्या अनेक सही निरूपण और रणनीतियों की अनुमति देती है, जिससे तर्क, लचीलापन और संप्रेषण विकसित होते हैं।",
